id;nome;latitude;longitude;logradouro;numero;complemento;bairro;cidade;cep;uf;contato;email;telefone
509;CASTRILLON AUTOPEÇAS;-11.8800224;-55.5007624;AVENIDA COLONIZADOR ENIO PEPINO;967;;SETOR INDUSTRIAL;SINÓP;78557477;MT;AUGUSTO;gerencia.snp@castrillon.com.br;6535115500
510;CASTRILLON AUTOPEÇAS;-12.6601651;-55.7907483;RODOVIA BER 163, KM 740;9497;;SETOR INDUSTRIAL;SORRISO;78890000;MT;EVELIN;gerencia.sor@castrillon.com.br;6639078900
511;CASTRILLON AUTOPEÇAS;-9.9492882;-54.9135688;RUA DAS PALMEIRAS;325;;JARDIM GUARANORTE;GUARANTÃ DO NORTE;78520000;MT;ANTÔNIO;gerencia.gua@castrillon.com.br;6635525200
512;CASTRILLON AUTOPEÇAS;-14.6308753;-57.5061806;AVENIDA LIONS INTERNACIONAL;380W;;CHACARÁ 109;TANGARÁ DA SERRA;78300000;MT;RAUL;gerencia.tga@castrillon.com.br;6633112600
513;CASTRILLON AUTOPEÇAS;-15.5674998;-54.3046921;RUA DO COMÉRCIO;1535;;PARQUE CASTELÂNDIA;PRIMAVERA DO LESTE;78850000;MT;GLEITON;gerencia.pva@castrillon.com.br;6635004000
514;CASTRILLON AUTOPEÇAS;-15.8862582;-52.2700622;AVENIDA MINISTRO JOÃO ALBERTO;1707;;TRÊVO;BARRA DO GARÇAS;78600000;MT;LEANDRO;gerencia.bg@castrilon.com.br;6634020500
515;CASTRILLON AUTOPEÇAS;-13.6505683;-57.8945337;AVENIDA ROTARY INTERNACIONAL;200;;ALVORADA;CAMPO NOVO DO PARECIS;78360000;MT;LINCON;gerencia.cnp@castrillon.com.br;6533825850
516;CASTRILLON AUTOPEÇAS;-15.6364686;-56.0447658;AVENIDA FERNADO CORRÊA DA COSTA;5980;;VISTA ALEGRE;CUIABÁ;78085700;MT;ALBERTO;gerencia.cba@castrillon.com.br;6533142200
517;CASTRILLON AUTOPEÇAS;-15.5484102;-55.1629875;AVENIDA SENADOR ATILIO SANTANA;510;;JUCIARA;CAMPO VERDE;78840000;MT;AROLDO;gerencia.cve@castrillon.com.br;6634195500
518;CASTRILLON AUTOPEÇAS;-13.8123913;-56.0743369;RUA PERIMETRAL DAS SAMAMBAIAS;1075N;;RESERVA TÉCNICA;NOVA MUTUM;78450000;MT;ROBERTO;gerencia.nmt@castrillon.com.br;6633087100
519;CASTRILLON AUTOPEÇAS;-15.6514510;-55.9942640;AVENIDA AYRTON SENNA DA SILVA;733;;PASCOAL RAMOS;CUIABÁ;78098000;MT;KATIUSCI;gerencia.cdf@castrillon.com.br;6536130400
520;CASTRILLON AUTOPEÇAS;-15.6198231;-56.0874341;AVENIDA CARMINDO DE CAMPOS;2142;;JARDIM PETRÓPOLIS;CUIABÁ;78070100;MT;GIOVANI;gerencia.car@castrillon.com.br;6536164000
521;CASTRILLON AUTOPEÇAS;-15.5623469;-56.0452558;RUA PROFESSOR ALICE FREIRE S. PEREIRA;1010;;CPA III;CUIABÁ;78058510;MT;WANDERSSON;gerencia.cpa@castrillon.com.br;6533180400
522;CASTRILLON AUTOPEÇAS;-16.0828152;-57.6979530;AVENIDA SÃO LUIZ;873;;JARDIM SÃO LUIZ;CÁCERES;78200000;MT;ANDRÉ;gerencia.cac@castrillon.com.br;6532112250
523;CASTRILLON AUTOPEÇAS;-11.2621266;-57.5116681;AVENIDA AYTON SENNA;180;;CENTRO;JUARA;78575000;MT;ARNALDO;gerencia.jua@castrillon.com.br;6635566100
524;CASTRILLON AUTOPEÇAS;-15.6212561;-56.1193853;AVENIDA MIGUEL SÚTIL;S/N;;PORTO;CUIABÁ;78025700;MT;LINCON;gerencia.rei@castrillon.com;6533880250
525;CASTRILLON AUTOPEÇAS;-13.9398971;-52.4465474;AVENIDA INDUSTRIAL;458;;INDUSTRIAL 1;ÁGUA BOA;78635000;MT;RONAN;gerente.aba@castrillon.com.br;6634686700
526;CASTRILLON AUTOPEÇAS;-10.6569293;-51.5703740;AVENIDA BRASIL;S/N;QUADRA 38 LOTE 01;JARDIM DO EDEN;CONFRESA;78652000;MT;FELEX;gerencia.con@castrillon.com.br;6635643398
527;CASTRILLON AUTOPEÇAS;-11.4239036;-58.7550187;AVENIDA JK;2170N;;SETOR DE SERVIÇOS;JUÍNA;78320000;MT;ALEXANDRE;gerencia.jna@castrillon.com.br;6635240300
528;CASTRILLON AUTOPEÇAS;-10.8083533;-55.4449626;RODOVIA MT 320;1093;SETOR LESTE, LT 716B;PERÍMETRO URBANO;COLÍDER;78500000;MT;SÉRGIO;gerencia.col@castrillon.com.br;6635415400
529;CASTRILLON AUTOPEÇAS;-13.5389612;-58.8040890;AVENIDA ENGENHEIRO JOSÉ DA SILVA;20;;ÁGUA CLARA;SAPEZAL;78365000;MT;LEANDRO;gerencia.sap@castrillon.com.br;6533833388
530;KAMPEÃO AUTOPEÇAS;-15.7087030;-47.9143752;SETOR SOF NORTE QD 05 CJ A LJ 36;S/N;SETOR SOF NORTE;ASA NORTE;BRASÍLIA;70632500;DF;HIAGO;hiago.ferreira@kampeao.com.br;6134038900
531;KARPEÇAS AUTOPEÇAS;-15.7727749;-47.8907279;AVENIDA SHCGN 705 BL.D LJ.41;S/N;W3 NORTE;ASA NORTE;BRASÍLIA;70730548;DF;DANIEL;daniel.oliveira@kampeão.com.br;6133489300
532;ROMERO AUTOPEÇAS;-22.6087098;-43.1778676;RUA GUARANY;108;;PIABETA;MAGÉ;25931782;RJ;UANDERSON;romeroautopecas@gmail.com;2126595158
533;RIO PRETO MOTO PEÇAS;-20.7917145;-49.3603374;AVENIDA NOSSA SENHORA DA PAZ;1012;;JARDIM ALTO ALEGRE;SÃO JOSÉ DO RIO PRETO;15055500;SP;LUCAS;furlanzago@hotmail.com;1732249703
534;MOTO MARIO;-22.6485794;-50.4321490;AVENIDA DOM ANTONIO;1395;;VILA TÊNIS CLUBE;ASSIS;19806173;SP;ALINE;contatofilial3@gmail.com;1833212701
535;LIONS AUTOPEÇAS;-23.6637414;-46.5628423;AVENIDA SENADOR VERGUEIRO;3706;;RUDGE RAMOS;SÃO BERNARDO DO CAMPO;9600004;SP;VALDIR;lionspecas@ig.com.br;1143686604
536;AUTO GIRO;-22.5481879;-42.9845293;RODOVIA RIO FRIBURGO;294;;PARADA MODELO;GUAPIMIRIM;25940050;RJ;GILSON;autogiro@gmail.com;2126324238
537;ZAFRA COMERCIO DE AUTOPEÇAS;-23.5893269;-46.5829442;RUA IBITIRAMA;935;;VILA PRUDENTE;SÃO PAULO;3134001;SP;ALEX;compras1@zafraautopecas.com.br;1123420268
538;GLOBAUTO AUTOPEÇAS;-22.8301722;-43.0032495;RUA RUA CAPITÃO JUVENAL FIGUEIREDO;130;;JARDIM ALCANTARA;SÃO GONÇALO;24740081;RJ;GISELE;gisele@globautopecas.com.br;2134780100
539;C P LOJA DO PEDRO;-22.8812290;-43.1102034;AVENIDA FELICIANO SODRE;642;;FONSECA;NITERÓI;24030011;RJ;FABIANO;lojadopedro@click.com.br;2126526759
540;RPF AUTOPEÇAS;-20.0403629;-40.3926611;RODOVIA BR 101;S/N;KM 8,5;JARDIM LIMOEIRO;SERRA;29164270;ES;SELCIMAR;comprasrpf@hotmail.com;2733281648
541;MEGA AUTOPEÇAS;-22.8403053;-43.0140043;RUA CAPITAO JUVENAL FIGUEIREDO;58;LJ 02;COELHO;SÃO GONÇALO;24744560;RJ;DAVID;genericarrj@gmail.com;2137107347
542;ELIPEÇAS;-3.7312310;-38.5371665;RUA PRINCESA ISABEL;1184;;CENTRO;FORTALEZA;60015060;CE;LINCON;elipecas.ce@hotmail.com;8532524861
543;TEO PEÇAS E SERVIÇOS;-7.7624169;-34.8301832;AVENIDA JOÃO PESSOA GUERRA;1812;;RIO ÂMBAR;ILHA DE ITAMARACÁ;53900000;PE;TEO;teo.autopecasitamaraca@hotmail.com;8197710063
544;SARTORI AUTOPEÇAS;-20.3417180;-40.3942392;AVENIDA JERUSALEM;24;;CAMPO GRANDE;CARIACICA;29146390;ES;VIVALDO;sartoriautopecas@terra.com.br;2733437725
545;FURONTO DISTRIBUIDORA DE PEÇAS;-19.9016525;-43.9361613;RUA GUANABARA;323;;CONCÓRDIA;BELO HORIZONTE;31110650;MG;MAURICIO;mauricio@sakurabh.com.br;3136586532
546;AUTOPEÇAS REAL;-9.7473353;-36.6323530;RODOVIA AL 110;2305;;CANAFISTULA;ARAPIRACA;57302045;AL;CLAUDIA;autopreal@autopreal.com.br;8235222020
547;NASA AUTOPEÇAS;-18.6412938;-48.1844819;RUA ADALARDO CUNHA;792;;ROSARIO;ARAGUARI;38440032;MG;THIAGO;nasaautopecas@yahoo.com.br;3432421005
548;DURO AUTOPEÇAS;-22.8991120;-43.2169250;RUA ESCOBAR;49;;SÃO CRISTOVÃO;RIO DE JANEIRO;20940190;RJ;ALESSANDRA;financeiro@duroautopecas.com.br;2125896131
549;AGA DIESEL;-22.8985352;-43.2175182;RUA ESCOBAR;81;;SÃO CRISTOVÃO;RIO DE JANEIRO;20940190;RJ;JULIO;aga.sales@hotmail.com;2125895778
550;TAVARES AUTOPEÇAS;-19.9526057;-43.9820912;RUA ÚRSULA PAULINO;355;;BETÂNIA;BELO HORIZONTE;30580000;MG;ALEX;alexromualdo@yahoo.com.br;3133743544
551;PRPK AUTOPEÇAS;-23.6222668;-46.6201058;AVENIDA CURSINO;2341;;JARDIM SAÚDE;SÃO PAULO;4133200;SP;PAULO;prpk@prpk.com.br;1150734744
552;PRPK AUTOPEÇAS;-23.6911500;-46.5883667;AVENIDA PIRAPORINHA;1555;;VILA NOGUEIRA;DIADEMA;9950000;SP;CAÍQUE;gerha@gerha.com.br;1140667393
553;MATROCAR AUTOPEÇAS;-23.4730747;-46.5335411;AVENIDA GUARULHOS;579;;VILA VICENTINA;GUARULHOS;7023000;SP;AGNALDO;matrocar@matrocar.com.br;1124756955
554;TOYO AUTOPEÇAS;-23.5334065;-46.4780166;AVENIDA ESPERANTINA;937;;PARQUE DAS PAINEIRAS;SÃO PAULO;3692000;SP;MAYCON;toyoautopecas@hotmail.com;1122803883
555;FGF AUTO MECANICA E PEÇAS;-21.5887034;-48.8121202;AVENIDA JOSE FORTUNA;897;;CENTRO;ITÁPOLIS;14900000;SP;FARNCISCO;fgfautomecanica@hotmail.com;1632621545
556;IGUATEMI AUTOPEÇAS;-23.0996667;-48.9208289;RUA RIO GRANDE DO SUL;1939;;CENTRO;AVARÉ;18701190;SP;DANIEL;apiguatemi@ig.com.br;1437322525
557;AUTO Z AUTOPEÇAS;-23.6678990;-46.5070427;AVENIDA QUEIRÓS FILHO;434;;PARQUE INDUSTRIÁRIO;SANTO ANDRÉ;9121587;SP;NÉLIO;nelio.baptista@redeautoz.com.br;1139272000
558;JAÇACAR AUTOPEÇAS;-23.4667607;-46.5860562;RUA BENJAMIM PEREIRA;829;;VILA NELSON;SÃO PAULO;2274001;SP;JOSÉ ANTONIO;jantonio@jacacar.com.br;1122498700
559;JF COMÉRCIO DE PEÇAS;-20.2977707;-49.7328307;RUA SÃO JOÃO;661;;CENTRO;AMÉRICO DE CAMPOS;15550000;SP;JÚNIOR;jfautopecas1979@hotmail.com;1734451150
560;KAVEM AUTOPEÇAS;-23.4816037;-47.4700241;RUA DUQUE ESTRADA;239;;VILA GOMES;SOROCABA;18075090;SP;OSMAR;osmar@kavem.com.br;1532191900
561;ROSAS DE OURO AUTOPEÇAS;-23.4675361;-46.6776598;AVENIDA DEPUTADO CANTIDIO SAMPAIO;1122;;VILA SOUZA;SÃO PAULO;2860001;SP;DEUZIMAR;rosasdeouroautopecas@gmail.com;1138516620
562;DISPEMEC AUTOPEÇAS;-23.1976111;-45.8874795;RUA PARAIBUNA;640;;JARDIM SÃO DIMAS;SÃO JOSÉ DOS CAMPOS;12245021;SP;ANSELMO;vendas@dispemec.com.br;1221395822
563;DISPEMEC AUTOPEÇAS;-23.1804227;-45.8500536;AVENIDA PRESIDENTE JUSCELINO KUBITSHECK;8148;;VILA INDUSTRIAL;SÃO JOSÉ DOS CAMPOS;12220000;SP;JOSÉ;vendas@dispemec.com.br;1221395833
564;DISPEMEC AUTOPEÇAS;-23.2969584;-45.9592785;AVENIDA SIQUEIRA CAMPOS;605;;JARDIM ESPER;JACAREÍ;12307000;SP;SUELI;vendas@dispemec.com.br;1221395844
565;SUPLAUTO AUTOPEÇAS;-23.0309396;-45.5579788;RUA DOUTOR JORGE WINTHER;524;;CENTRO;TAUBATÉ;12010150;SP;LÚCIO;suplauto@bol.com.br;1221257800
566;CARRERA MOTOS;-23.5381135;-46.6422975;RUA GENERAL OSÓRIO;453;;SANTA EFIGÊNIA;SÃO PAULO;1213010;SP;WILSON;carreramotos@bol.com.br;1133372053
567;CARRERA MOTOS;-23.5381189;-46.6422168;RUA GENERAL OSÓRIO;421;;SANTA EFIGÊNIA;SÃO PAULO;1212003;SP;WILSON;carreramotos@bol.com.br;1132211774
568;PALMARES AUTOPEÇAS;-23.6527350;-46.5625482;RUA AFONSINA;214;;VILA PALMARES;SANTO ANDRÉ;9061000;SP;RENATO;autopecaspalmares@gmail.com;1144215666
569;AUTOPEÇAS VIGETTI;-21.3165629;-49.0551411;RUA MARECHAL DEODORO;495;;CENTRO;ITAJOBI;15840000;SP;MATEUS;autopecasvigetti@gmail.com;1735461089
570;DEDEIA AUTOPEÇAS;-23.4842726;-46.6421036;RUA CONSELHEIRO MOREIRA DE BARROS;2369;;LAUZANE PAULISTA;SÃO PAULO;2430001;SP;MARCIO;compra.dedeia@gmail.com;1122369274
571;TEKPEÇAS AUTOPEÇAS;-23.7155285;-46.5514645;AVENIDA BRIGADEIRO FARIA LIMA;1941;;CENTRO;SÃO BERNARDO DO CAMPO;9720010;SP;MARCIA;compras@tekpecas.com.br;1143358787
572;PARANÁ AUTOPEÇAS;-22.3138959;-49.0710953;RUA ARAÚJO LEITE;315;;CENTRO;BAURU;17010160;SP;SANDRO;paranapecasleal@uol.com.br;1421097544
573;AGAPITO AUTOPEÇAS;-23.9917344;-48.3298449;RUA CAPITÃO CALIXTO;169;;JARDIM LARANJEIRAS;CAPÃO BONITO;18300900;SP;EDSON;agapitocobrancacb@outlook.com;1535421033
574;AUTOPEÇAS CASTELO BRANCO;-23.7239996;-46.5798390;AVENIDA HUMBERTO DE ALENCAR CASTELO BRANCO;3954;;ASSUNÇÃO;SÃO BERNARDO DO CAMPO;9850000;SP;ANTÔNIO  / LEONARDO;autopecascastelobranco@hotmail.com.br;1143529878
575;GUTOS CAR AUTOPEÇAS;-23.5167197;-46.8425492;AVENIDA DEPUTADO EMÍLIO CARLOS;643;;VILA CALDAS;CARAPICUÍBA;6310160;SP;AUGUSTO;augusto_lessa@uol.com.br;1141816624
576;YOKOTA AUTOPEÇAS;-23.5947222;-46.4877778;AVENIDA MATEO BEI;1329;;SÃO MATEUS;SÃO PAULO;3949011;SP;EDELCIO;vendas@yokotaautopecas.com.br;1121982500
577;YOKOTA AUTOPEÇAS;-23.6707110;-46.5134422;AVENIDA DOM PEDRO I;701;;VILA AMÉRICA;SANTO ANDRÉ;9110001;SP;ELIANE;vendas@yokotaautopecas.com.br;1128962700
578;SBS MOTOS;-21.1723488;-47.8096608;RUA MARIANA JUNQUEIRA;291;;CENTRO;RIBEIRÃO PRETO;14015010;SP;SANDRA;vendasweb@sbsmotos.com.br;1639772777
579;SBS MOTOS;-21.2045271;-47.8209733;AVENIDA INDEPENDÊNCIA;3550;;RESIDENCIAL FLÓRIDA;RIBEIRÃO PRETO;14020160;SP;SANDRA;vendasweb@sbsmotos.com.br;1639772777
580;SBS MOTOS;-21.1371317;-47.7606677;ESTRADA ANTÔNIA MUGNATTO MARINCEK;1250;;JARDIM AEROPORTO;RIBEIRÃO PRETO;14078405;SP;SANDRA;vendasweb@sbsmotos.com.br;1639772777
581;SBS MOTOS;-21.1708060;-47.7886730;RUA JOÃO BIM;1285;;JARDIM PAULISTANO;RIBEIRÃO PRETO;14090340;SP;SANDRA;vendasweb@sbsmotos.com.br;1639772777
582;SBS MOTOS;-21.1401066;-47.8342269;AVENIDA LUIZ GALVÃO CEZAR;563;;PLANALTO VERDE;RIBEIRÃO PRETO;14056000;SP;SANDRA;vendasweb@sbsmotos.com.br;1639772777
583;SBS MOTOS;-21.1278332;-47.8109175;RUA JAVARI;4400;;IPIRANGA;RIBEIRÃO PRETO;14060640;SP;SANDRA;vendasweb@sbsmotos.com.br;1639772777
584;SBS MOTOS;-21.1934715;-47.7407281;AVENIDA HENRI NESTLÉ;1685;;JARDIM DAS PALMEIRAS;RIBEIRÃO PRETO;14094000;SP;SANDRA;vendasweb@sbsmotos.com.br;1639772777
585;MOTO MARIO;-22.1222009;-51.3823998;AVENIDA BRASIL;831;;CENTRO;PRESIDENTE PRUDENTE;19010031;SP;JORGE;contato@motomario.com.br;1833116000
586;TONINHO AUTOPEÇAS;-22.1468444;-51.3978704;AVENIDA JOAQUIM CONSTANTINO;867;;VILA FORMOSA;PRESIDENTE PRUDENTE;19050220;SP;MARCO;marcoaurelio_cortez@hotmail.com;1821015977
587;DIAPEL AUTOPEÇAS;-23.6096065;-46.5740342;RUA PERNAMBUCO;316;;CENTRO;SÃO CAETANO DO SUL;9521140;SP;EDSON;diapelpecas@gmail.com;1142284067
588;JOSECAR AUTOPEÇAS;-23.4982726;-46.6980082;AVENIDA ITABERABA;341;;FREGUESIA DO Ó;SÃO PAULO;2734000;SP;ROSÂNGELA;rbrito@josecar.com.br;1139332299
589;JOSECAR AUTOPEÇAS;-23.2058361;-46.8861276;RUA BOM JESUS DE PIRAPORA;1500;;JARDIM PETRÓPOLIS;JUNDIAÍ;13207060;SP;CÁSSIO;cassio.rezende@josecar.com.br;1145882000
590;JOSECAR AUTOPEÇAS;-23.5548230;-46.5757638;AVENIDA VEREADOR ABEL FERREIRA;55;;VILA REGENTE FEIJÓ;SÃO PAULO;3340010;SP;REGINALDO;vendastatuape@josecar.com.br;1120952299
591;JOSECAR AUTOPEÇAS;-23.5419940;-46.8005907;AVENIDA GENERAL PEDRO PINHO;1249;;PESTANA;OSASCO;6122160;SP;JOSÉ LUIS;jraimundo@josecar.com.br;1136532299
592;JOSECAR AUTOPEÇAS;-23.5234151;-46.7090395;RUA DOM JOAO V;465;;LAPA;SÃO PAULO;5075060;SP;EDGAR;edgar.aquino@josecar.com.br;1136492299
593;JOSECAR AUTOPEÇAS;-23.4807320;-46.6220603;AVENIDA ÁGUA FRIA;901;;ÁGUA FRIA;SÃO PAULO;2333001;SP;JAIRO;gerenteaguafria@josecar.com.br;1152255225
594;JOSECAR AUTOPEÇAS;-23.1242896;-46.5647964;AVENIDA DONA GERTRUDES;963;;ALVINÓPOLIS;ATIBAIA;12942540;SP;ELIAS;vendas.atibaia@josecar.com.br;1152255225
595;JOSECAR AUTOPEÇAS;-23.1555499;-47.0515637;AVENIDA EDUARDO ANIBAL LOURENÇO;64;;PARQUE DAS VINHAS;ITUPEVA;13295000;SP;MATHEUS;vendasitupeva@josecar.com.br;1129612800
596;SUPER M AUTOPEÇAS;-22.1305638;-51.3869243;AVENIDA BRASIL;1845;;VILA SÃO JORGE;PRESIDENTE PRUDENTE;19013000;SP;LUIS;supermmescoloti@hotmail.com;1832220818
597;AUTOPEÇAS TUNICAR;-20.5405150;-47.4078180;AVENIDA DOUTOR ANTÔNIO BARBOZA FILHO;1426;;CENTRO;FRANCA;14400005;SP;TUNICO;compras@tunicar.com.br;1621032700
598;VICENTÃO AUTOPEÇAS;-23.9522621;-46.3786163;AVENIDA CAPITÃO LUIS HORNEAUX DE MOURA;438;;JARDIM PARAÍSO;SÃO VICENTE;11370500;SP;JANAINA;janaina@vicentao.com.br;1335634108
599;VIMAP AUTOPEÇAS;-23.4881946;-46.7304034;AVENIDA MUTINGA;356;;JARDIM LIBANO;SÃO PAULO;5154000;SP;JOSÉ LUIS;vimap.dist@gmail.com;1139094000
600;DARIO AUTOPEÇAS;-22.3518208;-48.7767984;AVENIDA TIRADENTES;344;;CENTRO;PEDERNEIRAS;17280000;SP;MARCELO;compras@dariopecas.com.br;1432841566
601;DARIO AUTOPEÇAS;-22.3196185;-49.0636786;RUA PRIMEIRO DE AGOSTO;1566;;VILA CARDIA;BAURU;17013010;SP;CARLOS;dariopecas@uol.com.br;1432125577
602;O BARATEIRO;-22.7450757;-50.3879599;RUA CORONEL VALENCIO CARNEIRO;35;;CENTRO;CÂNDIDO MOTA;19880000;SP;ALTAIR;obarateirocm@hotmail.com;1833411060
603;JR AUTOPEÇAS;-20.5255595;-47.3659133;AVENIDA BRASIL;2216;;VILA APARECIDA;FRANCA;14401234;SP;EDNALDO;pico@jrautolatas.com.br;1637127000
604;SERGINHO MOTOPEÇAS;-23.0282960;-45.5541955;PRAÇA DOUTOR EUZÉBIO CÂMARA LEAL;66;;CENTRO;TAUBATÉ;12010210;SP;JÚLIO;atendimento@serginhomotos.com.br;1236327800
605;GISELA AUTOPEÇAS;-23.6264660;-46.5022890;RUA ORATÓRIO;3902;;PARQUE NOVO ORATÓRIO;SANTO ANDRÉ;9260510;SP;LUIZ;luiz.galhardo@giselaautopecas.com.br;1144720788
606;SANTIAUTOPEÇAS;-22.1305638;-51.3869243;AVENIDA BRASIL;1995;;VILA SÃO JORGE;PRESIDENTE PRUDENTE;19013000;SP;CLÁUDIO;santiauto@stetnet.com.br;1832226229
607;AUTOPEÇAS CAUCAIA;-23.6869333;-47.0219373;AVENIDA INOCÊNCIO PIRES DE OLIVEIRA;134;A;CAUCAIA DO ALTO;COTIA;6725105;SP;VICTOR;apcaucaia@terra.com.br;1146110480
608;ENVIA PEÇAS;-23.7678267;-53.3012031;AVENIDA PRESIDENTE CASTELO BRANCO;5228;;ZONA 1;UMUARAMA;87501170;PR;RENATO;gerente.umuarama@fortlubbrasil.com.br;4433616700
609;SCALLA AUTOPEÇAS;-23.6731670;-46.4512189;RUA ALONSO VASCONCELOS PACHECO;821;;VILA BOCAINA;MAUÁ;9310695;SP;FELIPE;felipelourencetti@hotmail.com;1145142527
610;AUTOPEÇAS DE PAULI LTDA;-21.4607000;-47.0031581;AVENIDA TIRADENTES;214;;SANTA CECÍLIA;MOCOCA;13733400;SP;JOÃO;autopwcasdepauli@hotmail.com;1936564052
611;UTIPEÇAS AUTOPEÇAS;-23.6295920;-46.5320162;AVENIDA UTINGA;220;;UTINGA;SANTO ANDRÉ;9220610;SP;JAIRO;jairoyoshida@hotmail.com;1149971155
612;MÔNACO PEÇAS;-22.2738022;-51.4945801;RUA TIRADENTES;474;;CENTRO;PIRAPOZINHO;19200000;SP;NILDE;monacopecas@hotmail.com;1832691689
613;MEDICE AUTOPEÇAS;-23.7262724;-46.5619023;AVENIDA CAPITÃO CASA;914;;DOS CASAS;SÃO BERNARDO DO CAMPO;9812000;SP;LUCIANO;autopecasmedice@hotmail.com;1143155518
614;MULTI PEÇAS ASSEF;-22.2771260;-51.5011271;RUA RUI BARBOSA;1238;;CENTRO;PIRAPOZINHO;19200000;SP;VINICIUS;multicotacao@icenet.com.br;1832691677
615;AUTOPEÇAS IDEAL;-23.9690466;-46.3125634;AVENIDA PEDRO LESSA;2247;;APARECIDA;SANTOS;11025003;SP;DIEGO;contato@autopecasideal.com.br;1332314129
616;AUTOPEÇAS CHEVRON;-20.7917145;-49.3603374;AVENIDA NOSSA SENHORA DA PAZ;1012;;JARDIM ALTO ALEGRE;SÃO JOSÉ DO RIO PRETO;15055500;SP;WILLIAN;autochevron@hotmail.com;1732249703
617;SERMI AUTOPEÇAS;-21.3372338;-47.7262199;RUA HILÁRIO PESSARELO;97;;SUMARÉ;CRAVINHOS;14140000;SP;ERIC;comprasermi@yahoo.com.br;1639519191
618;SERMI AUTOPEÇAS;-21.7092577;-47.2710210;RUA CAMPOS SALES;360;;CENTRO;TAMBAÚ;13710000;SP;ERIC;comprasermi@yahoo.com.br;1936734602
619;SERMI AUTOPEÇAS;-21.8260648;-47.2481327;RUA LUÍS BIGNELI;58;;JARDIM PRIMAVERA;SANTA CRUZ DAS PALMEIRAS;14270000;SP;ERIC;comprasermi@yahoo.com.br;1639541658
620;SERMI AUTOPEÇAS;-21.7448175;-48.1585936;RUA MAURÍCIO GALLI;3385;;JARDIM IMPERADOR;ARARAQUARA;14806245;SP;ERIC;comprasermi@yahoo.com.br;1633571771
621;SERMI AUTOPEÇAS;-21.3367264;-47.7268125;RUA XV DE NOVEMBRO;1068;;CENTRO;CRAVINHOS;14140000;SP;ERIC;comprasermi@yahoo.com.br;1639519192
622;LUIZ AUTOPEÇAS;-22.2114329;-49.6580879;RUA JOSE AUGUSTO ESCOBAR;49;;CENTRO;GARÇA;17400000;SP;TONY;laptozato@hotmail.com;1434710922
623;53 AUTOPEÇAS;-23.7199787;-46.5476565;RUA JOSÉ BONIFÁCIO;662;;CENTRO;SÃO BERNARDO DO CAMPO;9721161;SP;RUBENS;vendas@freios53.com.br;1141281780
624;CARBWEL AUTOPEÇAS;-23.4824430;-46.6735354;AVENIDA DEPUTADO EMÍLIO CARLOS;2847;;LIMÃO;SÃO PAULO;2721200;SP;CARLOS;carbwel@carbwel.com.br;1122569500
625;MALACHIAS PEÇAS AUTOMOTIVAS;-21.9939252;-47.4266351;RUA SIQUEIRA CAMPOS;1133;;CENTRO;PIRASSUNUNGA;13630085;SP;LEVINO;malachias.dani.adm@gmail.com;1935658288
626;AGAPITO AUTOPEÇAS;-23.5870835;-48.0536775;RUA PRUDENTE DE MORAES;415;;CENTRO;ITAPETININGA;18200040;SP;ALEX;alexagapito@agapito.com.br;1532710757
627;SWAT AUTOPEÇAS;-22.1353146;-51.3893835;AVENIDA BRASIL;2297;;VILA INDUSTRIAL;PRESIDENTE PRUDENTE;19013001;SP;ALESSANDRO;swatpecas@hotmail.com;1832222470
628;AUTOPEÇAS VENTURINI;-20.4085412;-49.9771767;AVENIDA BRASIL;4882;;JARDIM SÃO JUDAS TADEU;VOTUPORANGA;15500051;SP;EDGARD;venturinicaixa@hotmail.com;1734267580
629;RATEIRO AUTOPEÇAS;-23.4927926;-46.7002435;AVENIDA MINISTRO PETRONIO POERTELA;766;;FREGUESIA DO Ó;SÃO PAULO;2959000;SP;PAULO;silvio@rateiro.com.br;1139765407
630;AGAESSE AUTOPEÇAS;-23.0319405;-45.5583380;RUA HUMAITÁ;90;;CENTRO;TAUBATÉ;12010750;SP;FABIO;zimbocompras@uol.com.br;1236253322
631;EDSIVER AUTOPEÇAS;-23.7185700;-46.5484535;RUA GENERAL OSÓRIO;255;;CENTRO;SÃO BERNARDO DO CAMPO;9715380;SP;ROGÉRIO;edsiverpecas@gmail.com;1143351022
632;GIAN AUTOPEÇAS;-23.5127918;-46.6589727;RUA DOUTOR CÉSAR CASTIGLIONI JUNIOR;46;;CASA VERDE;SÃO PAULO;2515000;SP;MILTON;marcelo@autogian.com.br;1137972100
633;AUTOPEÇAS SAKUMA;-24.4960202;-47.8423671;RUA SINFRÔNIO COSTA;779;;CENTRO;REGISTRO;11900000;SP;JOSÉ;autosakuma@hotmail.com;1338213385
634;SAÍDA MOTOPEÇAS;-23.4930109;-47.4349081;AVENIDA SÃO PAULO;1940;;ALEM PONTE;SOROCABA;18013004;SP;MENDONÇA;saidamotos@gmail.com;1532273804
635;AUTO K PEÇAS;-21.4871768;-51.5391416;AVENIDA PRESIDENTE ROOSEVELT;1168;;CENTRO;DRACENA;17900000;SP;PEDRO;autokpecas@yahoo.com.br;1838212535
636;SCALA AUTOPEÇAS;-21.4918533;-51.5328327;RUA MARECHAL RONDON;201;;CENTRO;DRACENA;19700000;SP;MIGUEL;scalaautopecas@hotmail.com;1838214299
